PATENTE,MONTO_PAGADO,TIPO_PAGO,FECHA_PAGO,MODULO_ATENCION,CODIGO_SII
PTCG54,63990,2,2024-09-05,1,SU1110157
PWC076,36089,3,2024-09-05,1,MT2290138
PXVX34,53924,2,2024-09-05,1,SD640037
PYTL99,16804,2,2024-09-05,1,SU1760181
PYTP94,16804,2,2024-09-05,1,SD1600177
PZHY49,136725,3,2024-09-05,1,SU2350113
RBKH49,16804,2,2024-09-05,1,SU1320063
RBZS55,17426,2,2024-09-05,1,HB1110173
RCGY38,21462,2,2024-09-05,1,HB1060029
RCXY27,16804,2,2024-09-05,1,SU1110052
RCXZ83,16804,2,2024-09-05,1,SU1320063
RCYC84,16804,2,2024-09-05,2,HB2290077
RDVB75,16804,2,2024-09-05,1,SU1110054
RDVD95,16858,2,2024-09-05,1,VN500052
RFDF53,16800,2,2024-09-05,2,HB1600053
RGVV32,16804,2,2024-09-05,1,SU1320075
RHKW50,18924,2,2024-09-05,1,VN1320106
RHXK25,19628,2,2024-09-05,1,HB1760021
RHXK25,36089,3,2024-09-05,1,HB1760021
RJFS19,44601,3,2024-09-05,1,SU2250072
RKBC84,17120,2,2024-09-05,1,HB1110136
RKBD70,74298,2,2024-09-05,1,VN790066
RLPG27,16804,2,2024-09-05,1,SU1320075
RPHF28,41695,3,2024-09-05,1,HB1060026
RPHF28,36089,3,2024-09-05,1,HB1060026
RRS080,36089,3,2024-09-05,1,MT1270230
RSCD40,98951,3,2024-09-05,1,
RSCF88,16804,2,2024-09-05,1,HB1060024
RSXD33,16804,2,2024-09-05,1,SD1600177
RSXF46,44488,3,2024-09-05,1,CO500021
RTCH98,176224,2,2024-09-05,1,SU880008
RTRS54,16804,2,2024-09-05,1,HB1060024
RVFT64,65967,3,2024-09-05,1,
RVFV49,36089,3,2024-09-05,1,HB1060025
RVFW94,16804,2,2024-09-05,1,CT1110036
RVGZ14,98951,3,2024-09-05,1,
RVJJ48,16804,2,2024-09-05,1,CT1600100
RYKC95,41695,3,2024-09-05,1,CT2250021
RYKC95,36089,3,2024-09-05,1,CT2250021
SCCG82,17512,2,2024-09-05,1,SU1110094
SCZB49,36089,3,2024-09-05,1,VN1110094
SDLC97,106545,2,2024-09-05,1,SU1110220
SDLD53,16804,2,2024-09-05,1,SD1600184
SDZL12,36089,3,2024-09-05,1,HB1060024
SFDH39,416993,2,2024-09-05,1,
SFWJ54,104943,3,2024-09-05,1,CT2350156
SJHH16,16804,2,2024-09-05,1,HB1600040
SKFB86,31080,3,2024-09-05,1,SD1600203
SKFB86,36089,3,2024-09-05,1,SD1600203
SKFC48,61745,2,2024-09-05,2,CT910066
SKFD67,16804,2,2024-09-05,1,HB1060024
SKFF93,16804,2,2024-09-05,1,SD1600187
SKY269,36089,3,2024-09-05,1,
SLBD52,105157,2,2024-09-05,1,SU990037
SSTR49,18690,2,2024-09-05,1,SU1320119
SVKH48,98951,3,2024-09-05,1,
SVSR18,32135,2,2024-09-05,1,SU500099
SVSS94,140641,2,2024-09-05,2,
SWFX35,16804,2,2024-09-05,1,HB1760056
SWZT72,123848,2,2024-09-05,1,SU500134
SXJF94,37608,3,2024-09-05,1,SU1110095
SYKL21,20768,2,2024-09-05,1,SU2250072
SYKR21,46406,2,2024-09-05,1,
SYKR54,36089,3,2024-09-05,1,HB2290118
SYPB61,17562,2,2024-09-05,1,SU1320119
SYPD63,75868,2,2024-09-05,1,SU1110157
SYPH67,31286,2,2024-09-05,1,VN790071
TDGK72,19676,2,2024-09-05,1,VN1600034
TDGW61,24738,3,2024-09-05,1,
TDHB44,25710,2,2024-09-05,2,HB1110123
TDHB74,22317,2,2024-09-05,1,HB1060026
TDHB94,21989,3,2024-09-05,1,HB1060024
TDHF81,39863,3,2024-09-05,2,VN1320104
TDJL51,137622,2,2024-09-05,1,
TGKK38,39215,3,2024-09-05,1,
TGSX47,13743,3,2024-09-05,1,SD1600177
TGSX61,13743,3,2024-09-05,1,SU1320081
TGSX90,19240,3,2024-09-05,1,HB1060024
TGTF58,42314,3,2024-09-05,1,SU1600065
TGTF67,14377,3,2024-09-05,1,SD2350181
TGTF96,17211,3,2024-09-05,1,HB1760056
TGTF97,10995,3,2024-09-05,2,SD1600216
TGTL16,27486,3,2024-09-05,1,
TGTL17,31425,3,2024-09-05,2,
TGTL18,57018,3,2024-09-05,2,
TGTL19,68668,3,2024-09-05,2,
TGTL20,69275,3,2024-09-05,2,
TGTL23,10995,3,2024-09-05,1,HB2350029
TGTL25,13740,3,2024-09-05,2,HB2290115
TGTL29,29020,3,2024-09-05,2,
TGTL30,22017,3,2024-09-05,2,
TGTL38,10995,3,2024-09-05,1,HB1760056
TGTL39,10995,3,2024-09-05,1,HB1060024
TGTL52,10995,3,2024-09-05,1,SD1600184
TGYF33,0,3,2024-09-05,2,
TLJT89,35507,3,2024-09-05,1,SU1110154
VL4080,16804,2,2024-09-05,2,CT1110002
VU8906,57733,3,2024-09-05,1,SD1060038
VU8906,47128,3,2024-09-05,1,SD1060038
VU8906,41695,3,2024-09-05,1,SD1060038
VU8906,36089,3,2024-09-05,1,SD1060038
WKD068,19240,3,2024-09-05,1,MT2710003
WKD083,13743,3,2024-09-05,1,
WL2136,16804,2,2024-09-05,1,SU1760049
WL2826,16800,2,2024-09-05,2,SD2350174
WN1316,36089,3,2024-09-05,1,CT1110008
WV4539,32984,3,2024-09-05,1,
XS9911,16804,2,2024-09-05,1,SU1760026
XXZ042,16490,3,2024-09-05,2,MT1460038
YE0573,47128,3,2024-09-05,1,MT1270123
YE0573,41695,3,2024-09-05,1,MT1270123
YE0573,36089,3,2024-09-05,1,MT1270123
ZY6516,36089,3,2024-09-05,1,HB2350039
ZZ6246,49476,1,2024-09-05,1,
ZZ9348,36089,3,2024-09-05,1,CT1110009
ABC955,16804,2,2024-09-06,1,
BCYT54,18025,2,2024-09-06,1,SD1110257
BFSZ82,16804,2,2024-09-06,1,SD320088
BJLK10,16800,2,2024-09-06,2,SD1110128
BJVL75,34329,2,2024-09-06,1,HB1110139
BRKB67,102567,3,2024-09-06,1,SU1110046
BRKB67,78416,3,2024-09-06,1,SU1110046
BRKB67,61484,3,2024-09-06,1,SU1110046
BRKB67,53430,3,2024-09-06,1,SU1110046
BRKB67,47128,3,2024-09-06,1,SU1110046
BRKB67,41695,3,2024-09-06,1,SU1110046
BRKB67,36089,3,2024-09-06,1,SU1110046
CBBZ66,226926,3,2024-09-06,1,
CBBZ66,98951,3,2024-09-06,1,
CCBB44,36089,3,2024-09-06,1,SD1060033
CGDL86,28365,2,2024-09-06,1,SU1620025
CGRV24,47125,3,2024-09-06,2,CT1110008
CGRV24,41695,3,2024-09-06,2,CT1110008
CGRV24,36089,3,2024-09-06,1,CT1110008
CGSH96,85214,3,2024-09-06,2,SD2270087
CGSH96,65681,3,2024-09-06,2,SD2270087
CGSH96,55573,3,2024-09-06,2,SD2270087
CGSH96,47128,3,2024-09-06,2,SD2270087
CGSH96,41695,3,2024-09-06,2,SD2270087
CGSH96,36089,3,2024-09-06,1,SD2270087
CHYR20,276000,2,2024-09-06,2,SU2270023
CHYR20,36089,3,2024-09-06,2,SU2270023
CKSS29,36089,3,2024-09-06,1,SU790030
CPKF36,16804,2,2024-09-06,1,SU1760049
CPKT64,32653,2,2024-09-06,1,SU1110076
CSPJ64,16804,2,2024-09-06,1,HB2350019
CTZD72,36089,3,2024-09-06,1,SU1110008
CWTY10,16804,2,2024-09-06,1,SD1060060
CYSX12,16804,2,2024-09-06,1,HB2350019
DHCG63,26740,2,2024-09-06,2,VN1600033
DPWW61,36089,3,2024-09-06,1,HB2290090
DTPG51,16806,2,2024-09-06,2,SU1320063
DZCG98,36089,3,2024-09-06,1,SU1110036
FCSX20,16804,2,2024-09-06,1,SU1320044
FCSY27,16804,2,2024-09-06,1,SD1600077
FGSW95,16804,2,2024-09-06,1,HB2350007
FGTJ90,16804,2,2024-09-06,1,VN1660020
FGTP19,16804,2,2024-09-06,1,SD1660056
FJTW24,16804,2,2024-09-06,1,CT1660040
FKVG42,41695,3,2024-09-06,1,SD1760211
FKVG42,36089,3,2024-09-06,1,SD1760211
FPPG50,36089,3,2024-09-06,1,SD1060078
FSSL10,16804,2,2024-09-06,1,VN1110082
FVPV43,36951,3,2024-09-06,1,SU790053
FYFD10,36089,3,2024-09-06,1,CT1110027
FZBL46,16804,2,2024-09-06,1,VN1110073
FZLC72,16804,2,2024-09-06,1,SU2250042
GJHW35,36089,3,2024-09-06,1,HB1600030
GLHK42,36089,3,2024-09-06,1,VN1660020
GVRT36,16804,2,2024-09-06,1,SU2290142
GZZL30,16804,2,2024-09-06,1,SU1110062
HCSL62,16804,2,2024-09-06,1,SU1320124
HFGH43,36089,3,2024-09-06,1,SU1110044
HFGH80,39491,3,2024-09-06,1,HB320005
HJDR33,65970,3,2024-09-06,2,
HJDS14,16804,2,2024-09-06,2,HB1600040
HJDV42,16804,2,2024-09-06,1,SD500296
HSZW70,58312,3,2024-09-06,1,HB1110165
HVTY59,16804,2,2024-09-06,1,SD1760275
HXWF54,16804,2,2024-09-06,1,VN500030
HXWG91,19599,2,2024-09-06,1,VN1600031
HXWL63,36089,3,2024-09-06,1,HB1600040
HZXP22,41047,2,2024-09-06,1,CT2250042
JBGS63,16804,2,2024-09-06,1,SU1060036
JDGL46,16804,2,2024-09-06,1,SD320153
JDGL49,16804,2,2024-09-06,1,VN1600020
JDHD99,16804,2,2024-09-06,1,HB2290077
JFXD28,36089,3,2024-09-06,1,VN1210001
JFXF54,16804,2,2024-09-06,1,SU1760182
JFXG34,197901,3,2024-09-06,1,
JFXP26,16804,2,2024-09-06,1,HB1650001
JFXT85,16804,2,2024-09-06,1,SU1320063
JHKR27,16804,2,2024-09-06,1,SU1210031
JHKX13,16804,2,2024-09-06,1,SD1600126
JHRG47,57733,3,2024-09-06,1,SU1110052
JHRG47,53430,3,2024-09-06,1,SU1110052
JHRG47,47128,3,2024-09-06,1,SU1110052
JHRG47,41695,3,2024-09-06,1,SU1110052
JHRG47,36089,3,2024-09-06,1,SU1110052
JHRR12,16804,2,2024-09-06,1,SD1110316
JJ9366,98951,3,2024-09-06,1,
JLVD92,16804,2,2024-09-06,1,SU1320074
JPXL59,16804,2,2024-09-06,1,SU1320067
JPXR59,16804,2,2024-09-06,1,SU1320042
JPXR75,36089,3,2024-09-06,1,VN1660029
JSVR14,41695,3,2024-09-06,1,SU1060018
JSVR14,36089,3,2024-09-06,1,SU1060018
JSVR36,36089,3,2024-09-06,1,HB1060023
JVZS54,16804,2,2024-09-06,1,SU2270286
JWBB41,54975,2,2024-09-06,1,SU1110191
JWBK63,44107,3,2024-09-06,1,HB790136
JWBK79,47128,3,2024-09-06,1,SD1600172
JWBK79,41695,3,2024-09-06,1,SD1600172
JWBK79,36089,3,2024-09-06,1,SD1600172
JYSX13,16804,2,2024-09-06,2,SU1320083
JYSY11,17562,2,2024-09-06,1,SU1320119
KBLH92,16804,2,2024-09-06,1,SD130072
KCSF99,16804,2,2024-09-06,1,HB1600040
KCSK67,16804,2,2024-09-06,1,HB1760021
KGJY63,16804,2,2024-09-06,1,HB2290088
KGKT88,33737,2,2024-09-06,1,VN1110205
KGWR41,98951,3,2024-09-06,1,
KGWR92,36089,3,2024-09-06,1,SU1320077
KGWW18,16804,2,2024-09-06,1,SD1600098
KHXT39,39203,3,2024-09-06,1,SD1760332
KJRP67,36089,3,2024-09-06,1,HB1600040
KJRT35,16804,2,2024-09-06,1,SU1110052
KJVL27,16804,2,2024-09-06,1,SU1760189
KKZZ25,16804,2,2024-09-06,1,HB1600040
KPHR72,53430,3,2024-09-06,2,CT1110034
KPHR72,47128,3,2024-09-06,2,CT1110034
KPHR72,41695,3,2024-09-06,2,CT1110034
KPHR72,36089,3,2024-09-06,2,CT1110034
KSYS80,27698,2,2024-09-06,1,SU500119
KSYT39,36089,3,2024-09-06,1,CT1110020
KSYY93,16804,2,2024-09-06,2,VN1600030
KWJK83,141222,2,2024-09-06,1,SU1840178
KXGT34,16804,2,2024-09-06,1,SU1110063
KYCY72,16804,2,2024-09-06,1,SU1110053
KYDG56,36123,3,2024-09-06,1,HB1110171
KYDJ90,16804,2,2024-09-06,1,SU1110046
KYDL38,36089,3,2024-09-06,1,HB1600040
LBDZ29,16804,2,2024-09-06,1,HB2290078
LBFG83,16804,2,2024-09-06,1,VN1760022
LDTL35,16804,2,2024-09-06,1,HB1600040
LDTS99,47541,2,2024-09-06,1,SU1110239
LDTT15,36089,3,2024-09-06,1,SU1760189
LDTV29,16804,2,2024-09-06,1,HB1060024
LFWT64,36089,3,2024-09-06,1,SU2250042
LFWV68,36749,2,2024-09-06,2,SU1600072
LFWW55,16804,2,2024-09-06,1,HB1060024
LGXF12,56456,2,2024-09-06,1,SU1210064
LHLC18,16804,2,2024-09-06,2,HB1600040
LKYF21,16804,2,2024-09-06,1,HB1060024
LKYT70,16804,2,2024-09-06,1,SU1320100
LPVT53,16804,2,2024-09-06,1,SU1110063
LPWB36,16804,2,2024-09-06,2,SD1600185
LSWG61,16804,2,2024-09-06,1,HB1060026
LSWL52,16804,2,2024-09-06,1,HB1060026
LVRX35,55969,3,2024-09-06,1,SU1600042
LVRY77,16804,2,2024-09-06,1,HB1060026
LVRZ91,16804,2,2024-09-06,1,SU1320081
LVSH26,21070,2,2024-09-06,2,SD1110319
LVSR40,16804,2,2024-09-06,1,VN500033
LVTK50,173699,2,2024-09-06,1,SU500136
LYKR24,16804,2,2024-09-06,2,HB500113
LYKR85,88248,3,2024-09-06,1,
LYKR85,78162,3,2024-09-06,1,
LYKR85,65967,3,2024-09-06,1,
LYKW64,16804,2,2024-09-06,1,SD1060087
PBRZ99,85369,3,2024-09-06,1,VN790067
PBSB76,16800,2,2024-09-06,2,HB1060024
PBSP92,50178,2,2024-09-06,1,CT1110061
PBVV74,80654,2,2024-09-06,1,SU1110232
PBVY85,16804,2,2024-09-06,1,HB1110073
PCPY15,16804,2,2024-09-06,1,SU1110070
PCPY89,16804,2,2024-09-06,1,HB1110169
PDRK90,40570,3,2024-09-06,2,VN1110163
PFPT52,37733,2,2024-09-06,1,SU790070
PFPW55,108000,2,2024-09-06,2,VN500033
PFPW55,36090,3,2024-09-06,2,VN500033
PFPX50,45674,2,2024-09-06,1,CT1170023
PFPY46,16804,2,2024-09-06,1,HB2350025
PHBF21,16804,2,2024-09-06,1,CT1110029
PJB021,36089,3,2024-09-06,1,MT1270230
PJTY94,54852,2,2024-09-06,1,SU1210063
PJVB69,5868,3,2024-09-06,1,SU2250044
PJVB69,53430,3,2024-09-06,1,SU2250044
PJVB69,47128,3,2024-09-06,1,SU2250044
PJVB69,41695,3,2024-09-06,1,SU2250044
PJVB69,36089,3,2024-09-06,1,SU2250044
PKKV83,16804,2,2024-09-06,1,HB1600051
PKKY59,16804,2,2024-09-06,1,SD2350145
PLSH79,36089,3,2024-09-06,1,HB1060026
PLSJ67,16804,2,2024-09-06,1,HB1060026
PPJS12,16804,2,2024-09-06,1,HB1060026
PPTK23,16804,2,2024-09-06,1,HB1060026
PRPS35,16804,2,2024-09-06,2,SU1110062
PRZS28,30204,2,2024-09-06,1,SU1320135
PSFB16,16804,2,2024-09-06,1,HB1060024
PSVY56,36089,3,2024-09-06,1,HB1060026
PSWB40,48281,2,2024-09-06,1,SU1210064
PTCG59,32447,2,2024-09-06,1,SU790078
PXVV58,17512,2,2024-09-06,1,SU1110094
PXVV89,19379,2,2024-09-06,1,SU1110094
PXVW55,20312,2,2024-09-06,1,VN1110168
PYTR91,17562,2,2024-09-06,1,SU1320119
PYTS98,16804,2,2024-09-06,1,HB1760047
PZDY34,17968,2,2024-09-06,1,SU1320107
PZGY90,16804,2,2024-09-06,1,SU1110057
PZWX63,269789,2,2024-09-06,1,SU1210056
PZWY57,64865,3,2024-09-06,1,SU1320135
PZWZ70,36089,3,2024-09-06,1,SU1110062
RBKG31,36089,3,2024-09-06,1,SU1110044
RCDL88,98951,3,2024-09-06,1,
RCGX19,16985,2,2024-09-06,1,SU2250051
RCXW70,16804,2,2024-09-06,1,SU2350060
RCYB49,16804,2,2024-09-06,1,CT1110036
RDVF18,33754,2,2024-09-06,1,SU1110134
RFDG39,16804,2,2024-09-06,1,SD2350173
RFDH58,16804,2,2024-09-06,1,HB1600040
RFDJ64,17512,2,2024-09-06,1,SU1110094
RFDJ69,39689,3,2024-09-06,1,VN1600026
RFHL15,16985,2,2024-09-06,1,SU2250051
RFRR83,36089,3,2024-09-06,1,CT1110016
RGVP36,16804,2,2024-09-06,1,HB500141
RGVT11,16804,2,2024-09-06,1,SU2250044
RHXP43,36495,2,2024-09-06,1,SU2250083
RJFS47,16804,2,2024-09-06,1,HB1760056
RJST33,69711,3,2024-09-06,1,VN1110220
RJSV45,33482,2,2024-09-06,1,SU1320119
RKSZ11,16804,2,2024-09-06,1,HB1060024
RLPG73,60447,2,2024-09-06,1,SU1210062
RPRP21,65862,2,2024-09-06,1,SU1110210
RRBC56,36089,3,2024-09-06,1,HB1600040
RRBD21,16804,2,2024-09-06,1,SD1600184
RRBD34,37715,3,2024-09-06,1,SU1320119
RRBZ26,16800,2,2024-09-06,2,HB1060026
RRBZ60,23811,2,2024-09-06,1,CT1320051
RSCG30,16804,2,2024-09-06,1,SD1600177
RSXD23,218663,2,2024-09-06,1,SU2290330
RSXG26,16804,2,2024-09-06,1,HB2350029
RSXG61,36089,3,2024-09-06,1,HB1060024
RSXH31,41695,3,2024-09-06,1,VN1600039
RSXH31,36089,3,2024-09-06,1,VN1600039
RSXJ79,115580,2,2024-09-06,1,SU1210068
RVXR46,20948,2,2024-09-06,2,SU1320119
RVXW70,43419,2,2024-09-06,1,SU1110132
RXBZ51,20948,2,2024-09-06,1,SU1320119
RXCC38,16804,2,2024-09-06,1,SD2290036
RXCD92,37354,2,2024-09-06,1,SU1110132
RXFG87,140960,2,2024-09-06,1,SU2250120
RXHJ90,139769,2,2024-09-06,1,SD500299
RYKC67,16804,2,2024-09-06,1,CT1110038
RYKF68,16804,2,2024-09-06,1,CT1110035
SCTG84,79023,2,2024-09-06,1,SU1110274
SCYY24,28481,3,2024-09-06,1,SU1320135
SCYY24,94502,3,2024-09-06,1,SU1320135
SCYY24,72663,3,2024-09-06,1,SU1320135
SCYY32,16804,2,2024-09-06,1,HB1760041
SCZB97,64623,2,2024-09-06,1,SU1210096
SDLB11,64621,2,2024-09-06,1,SU500168
SDLF73,16804,2,2024-09-06,1,HB1600058
SDZK52,36089,3,2024-09-06,1,HB1600058
SDZL46,16804,2,2024-09-06,1,SD1600184
SGDY80,41695,3,2024-09-06,1,CT1110038
SGDY80,36089,3,2024-09-06,1,CT1110038
SGYW54,269914,2,2024-09-06,1,CT1600129
SHJZ76,16804,2,2024-09-06,1,HB1060024
SKHB38,37937,2,2024-09-06,1,SU1110193
SPDW26,30059,2,2024-09-06,1,SU470016
SVFX95,36089,3,2024-09-06,1,CT1320038
SW8544,16804,2,2024-09-06,2,CT1110002
SWFW99,7035,3,2024-09-06,1,SU500165
SWFW99,91309,3,2024-09-06,1,SU500165
SWFW99,67288,3,2024-09-06,1,SU500165
SWFW99,61196,3,2024-09-06,1,SU500165
SYKL64,16804,2,2024-09-06,1,HB2290126
SYKL85,16804,2,2024-09-06,1,HB1600058
SYKS18,16804,2,2024-09-06,1,HB1060024
SYLZ70,58257,2,2024-09-06,1,
SYPB22,74704,2,2024-09-06,1,SU1210092
SYPJ29,17801,2,2024-09-06,1,
TBLY73,18312,2,2024-09-06,1,HB2290118
TDGR15,28010,3,2024-09-06,1,VN1600034
TDGR48,18174,2,2024-09-06,1,CT1320051
TDGS79,16804,2,2024-09-06,1,SD1600184
TDHD13,23729,2,2024-09-06,1,HB1060024
TDHF78,12000,3,2024-09-06,2,VN1210032
TDHH23,16492,3,2024-09-06,1,SD1600178
TDHY36,16988,2,2024-09-06,1,
TE8168,16804,2,2024-09-06,1,SD1060014
TGLY24,27488,3,2024-09-06,2,
TGSX49,15123,3,2024-09-06,1,CT1320050
TGTD98,13743,3,2024-09-06,1,HB1760056
TGTF68,41230,3,2024-09-06,1,
TGTF71,49476,3,2024-09-06,1,
TGTG10,10995,3,2024-09-06,1,SD1600216
TGTG13,17951,3,2024-09-06,1,CT1110060
TGTG19,10995,3,2024-09-06,1,HB2350028
TGTL40,10995,3,2024-09-06,1,SD1600184
TGTL47,10995,3,2024-09-06,1,VN1600039
TGTL48,11878,3,2024-09-06,1,SU1060041
TGTL49,10995,3,2024-09-06,1,HB1060024
TLJS88,13743,3,2024-09-06,1,CT1110047
TLJW68,13743,3,2024-09-06,1,CT1320051
TLKC96,68962,3,2024-09-06,1,
WKD013,16804,2,2024-09-06,1,MT1060196
XE2364,65967,3,2024-09-06,1,
XT3195,65967,3,2024-09-06,1,
XT6181,41690,3,2024-09-06,2,SU1660002
XT6274,16804,2,2024-09-06,1,VN100001
XXZ041,19240,3,2024-09-06,1,MT1060302
XXZ041,36089,3,2024-09-06,1,MT1060302
YD5086,16804,2,2024-09-06,1,SU100001
YS0210,16804,2,2024-09-06,1,MT2540215
ZD1993,16800,2,2024-09-06,2,SU1760016
ZD8676,16804,2,2024-09-06,2,HB2290054
ZE5561,47128,3,2024-09-06,1,CT1110009
ZE5561,41695,3,2024-09-06,1,CT1110009
ZE5561,36089,3,2024-09-06,1,CT1110009
BCYV24,34843,2,2024-09-07,1,SD1110304
BPBV83,36089,3,2024-09-07,1,CT1320023
BPWC49,16804,2,2024-09-07,1,SD1110054
CGST76,16804,2,2024-09-07,1,SD1110146
CPKL26,36089,3,2024-09-07,1,HB2290048
DCYH95,16804,2,2024-09-07,1,HB2350009
DDYK83,16804,2,2024-09-07,1,SD2350158
DKFC93,16804,2,2024-09-07,1,VN1110075
DKR320,16804,2,2024-09-07,1,
DLJC28,16804,2,2024-09-07,1,SU1600021
DRGX20,16804,2,2024-09-07,1,SD1110084
DVXZ80,16804,2,2024-09-07,1,HB1600014
DWCX97,16804,2,2024-09-07,1,HB1110095
DZHW76,19628,2,2024-09-07,1,SU770027
DZHW76,36089,3,2024-09-07,1,SU770027
FCTG70,16804,2,2024-09-07,1,SU1060031
FGSX90,36089,3,2024-09-07,1,SD2350124
FHDH68,32486,2,2024-09-07,1,VN790068
FJXK70,16804,2,2024-09-07,1,VN1110075
FVFV87,16804,2,2024-09-07,1,VN500032
FZKY44,16804,2,2024-09-07,1,SU2290259
GFFX27,16804,2,2024-09-07,1,SD1060083
GGFD13,16804,2,2024-09-07,1,CT1110020
GGFF59,16804,2,2024-09-07,1,HB2290080
GKBC21,16804,2,2024-09-07,1,VN1210003
GXZD94,16804,2,2024-09-07,1,SD1060077
HFGH18,16804,2,2024-09-07,1,SU1540014
HFGT23,16804,2,2024-09-07,1,SU1110044
HHWL49,16804,2,2024-09-07,1,HB2290080
HHWS34,36089,3,2024-09-07,1,HB1060021
HJDV36,16804,2,2024-09-07,1,HB2290080
HKTF84,16804,2,2024-09-07,1,CT1320037
HKTV22,16804,2,2024-09-07,1,VN1110124
HPYF76,16804,2,2024-09-07,1,SU640002
HSHY12,16804,2,2024-09-07,1,VN1660014
HVTX29,16804,2,2024-09-07,1,SU1060026
HYSG98,16804,2,2024-09-07,1,SU1110054
JBGR84,36089,3,2024-09-07,1,CT1110048
JDGK92,16804,2,2024-09-07,1,HB1600040
JLTY90,105356,2,2024-09-07,1,SU1620102
JPHH72,16804,2,2024-09-07,1,HB2350030
JPXJ87,16804,2,2024-09-07,1,SU1320048
JSYR25,69711,3,2024-09-07,1,
JWBJ41,16804,2,2024-09-07,1,SU1320075
JXTR10,41695,3,2024-09-07,1,SU1110058
JXTR10,36089,3,2024-09-07,1,SU1110058
JXTR39,54852,2,2024-09-07,1,SU1210063
JXTT83,16804,2,2024-09-07,1,SU1110052
JYTD59,16804,2,2024-09-07,1,SU1110052
JZRS11,16804,2,2024-09-07,1,VN1600020
KBZZ42,16804,2,2024-09-07,1,SU1600028
KCSJ31,16804,2,2024-09-07,1,VN1110077
KJRS47,29621,2,2024-09-07,1,SU1320134
KPHT20,38073,3,2024-09-07,1,HB790135
KVDK79,86487,3,2024-09-07,1,SU2430110
KWWB27,16804,2,2024-09-07,1,HB1600040
KWWB78,55406,2,2024-09-07,1,SU1320163
KYDC16,52239,2,2024-09-07,1,SU1110230
KYDC87,36089,3,2024-09-07,1,HB2290078
KYDL19,16804,2,2024-09-07,1,VN1600034
LBFG37,39753,2,2024-09-07,1,SU640019
LDFD34,81778,2,2024-09-07,1,SU1110221
LJWT39,46377,2,2024-09-07,1,SD640037
LJWT61,16804,2,2024-09-07,1,VN500033
LJWW43,16804,2,2024-09-07,1,HB1060025
LRTT90,16804,2,2024-09-07,1,HB1060024
LRTW99,18690,2,2024-09-07,1,SU1320119
LSXB82,93418,2,2024-09-07,1,SU1110235
LSXF76,16804,2,2024-09-07,1,SD1760269
LVRX84,44675,2,2024-09-07,1,SU1320166
LVSH98,19444,2,2024-09-07,1,SU1320108
LYKH39,16804,2,2024-09-07,1,HB1060025
PFPW22,18690,2,2024-09-07,1,SU1320119
PFPW34,44890,2,2024-09-07,1,SD500290
PFPY86,36089,3,2024-09-07,1,SU2270268
PFRB91,16804,2,2024-09-07,1,HB1060026
PJTX62,17333,2,2024-09-07,1,VN1320107
PKKX33,16942,2,2024-09-07,1,SD320177
PLFD78,16804,2,2024-09-07,1,SD1600177
PLSL48,20768,2,2024-09-07,1,SU2250072
PPTJ71,16804,2,2024-09-07,1,HB1060024
PRPR67,23848,2,2024-09-07,1,VN1110131
PSWB80,109022,2,2024-09-07,1,HB320144
PSYK62,36089,3,2024-09-07,1,SD1600177
PYGL46,24764,2,2024-09-07,1,SU1110206
PZWZ46,30339,2,2024-09-07,1,SU1110163
RBZP62,16804,2,2024-09-07,1,SU1320082
RBZR50,153210,2,2024-09-07,1,CT790189
RGSV81,16804,2,2024-09-07,1,CT1110035
RGSX62,16804,2,2024-09-07,1,SD1600184
RHLC15,41695,3,2024-09-07,1,HB1060026
RHLC15,36089,3,2024-09-07,1,HB1060026
RHXL78,16804,2,2024-09-07,1,SU1110052
RJSR36,17562,2,2024-09-07,1,SU1320119
RLGS74,16804,2,2024-09-07,1,HB1060026
RRBD58,16804,2,2024-09-07,1,VN500052
RSCH23,16804,2,2024-09-07,1,HB2290118
RSXD48,36089,3,2024-09-07,1,HB1060024
RTRS47,66815,3,2024-09-07,1,CT910070
RTRW75,16804,2,2024-09-07,1,HB2350032
RVJR16,36089,3,2024-09-07,1,HB1760056
RVXT90,16804,2,2024-09-07,1,HB500080
RVXW30,37354,2,2024-09-07,1,SU1110132
RXBZ61,16804,2,2024-09-07,1,SD1760189
RXXP78,16804,2,2024-09-07,1,HB1060026
SBCR32,61407,3,2024-09-07,1,SU1760220
SCCH31,403958,3,2024-09-07,1,SD640030
SCCH31,313023,3,2024-09-07,1,SD640030
SCYZ29,16804,2,2024-09-07,1,HB1060024
SCYZ96,68626,2,2024-09-07,1,SD1620396
SDLG90,16804,2,2024-09-07,1,SU1110060
SGDY84,16804,2,2024-09-07,1,SD1600184
SGFC50,16804,2,2024-09-07,1,HB1060024
SGZK69,359034,2,2024-09-07,1,SU1840227
SLBD83,16804,2,2024-09-07,1,HB1760057
SVSP73,26314,2,2024-09-07,1,SU1320134
SVSR16,19390,2,2024-09-07,1,HB1600064
SXRT17,24161,2,2024-09-07,1,SU1110119
SYKK42,16804,2,2024-09-07,1,HB1060024
SYKT88,16804,2,2024-09-07,1,HB1650004
TDGG38,36866,2,2024-09-07,1,SD320265
TGC055,16804,2,2024-09-07,1,MT1060312
TGSX68,84440,3,2024-09-07,1,SU1110220
TGTF82,13743,3,2024-09-07,1,SD1600217
TGTL14,13743,3,2024-09-07,1,CO2290019
